Order Date,Sales         
8/22/15,16.52         
11/14/14,832.93         
11/14/14,43.8         
11/27/16,167.292         
11/21/17,27.42         
10/1/17,1.44         
10/1/17,61.776         
10/1/17,241.96         
10/1/17,108.608         
9/20/14,2.816         
7/28/17,9.984         
7/28/17,14.98         
7/28/17,1145.6         
12/6/15,485.94         
12/6/15,37.376         
12/6/15,70.686         
7/31/17,54.816         
3/19/16,72.294         
7/29/17,2.896         
7/29/17,124.792         
10/1/16,330.588         
3/31/14,673.568         
3/31/14,52.98         
6/26/17,526.45         
7/9/17,228.92         
12/14/15,319.968         
12/5/17,205.03         
9/15/15,190.86         
9/15/15,24.32         
7/15/16,44.4         
4/20/17,44.4         
11/15/16,1016.792         
11/15/16,38.136         
11/26/16,494.982         
11/21/17,56.56         
11/21/17,5.56         
11/21/17,9.02         
11/21/17,8.62         
11/21/17,659.976         
2/15/15,13.36         
2/15/15,41.72         
2/15/15,11.52         
2/15/15,541.44         
2/15/15,19.44         
4/15/16,143.7         
9/28/15,43.26         
9/28/15,43.56         
9/17/16,437.85         
9/17/16,109.48         
6/16/17,1212.96         
6/16/17,18.54         
11/8/15,5         
11/8/15,371.97         
12/18/15,166.24         
2/6/17,359.97         
11/14/16,499.98         
11/14/16,5.28         
11/14/16,8.26         
10/12/17,7.968         
9/17/17,12.96         
12/20/17,6.48         
12/20/17,6.984         
12/2/17,47.96         
9/21/15,199.74         
3/6/15,435.26         
3/6/15,1119.984         
10/3/14,143.432         
10/3/14,122.352         
6/27/14,306.2         
6/27/14,85.98         
6/27/14,223.96         
10/30/17,97.568         
10/30/17,614.272         
10/30/17,199.98         
9/3/16,48.16         
3/5/15,23.92         
3/5/15,60.69         
5/5/16,14.352         
11/17/17,35.04         
6/1/17,17.48         
6/10/17,16.4         
1/8/17,892.98         
4/20/15,287.97         
4/20/15,595.38         
4/20/15,12.96         
11/1/15,4.95         
12/23/17,181.95         
11/1/15,13.52         
11/1/15,259.7         
11/1/15,42.95         
11/1/15,1399.93         
11/1/15,503.96         
11/14/14,12.72         
11/14/14,11.52         
1/17/16,316         
9/17/17,723.92         
9/17/17,106.32         
12/23/16,141.372         
8/6/15,27.216         
11/5/17,390.75         
6/11/17,280.792         
6/11/17,68.448         
6/11/17,88.04         
6/11/17,15.872         
6/11/17,215.592         
7/20/17,14.62         
7/20/17,416.32         
7/20/17,43         
7/20/17,182.94         
7/20/17,60.83         
7/20/17,389.97         
12/23/15,194.32         
3/20/17,265.93         
12/31/15,94.74         
12/31/15,60.64         
12/31/15,76.3         
12/31/15,364.8         
9/15/15,79.872         
9/15/15,46.384         
9/15/15,12.96         
9/23/17,14.352         
12/25/15,547.136         
9/24/16,41.96         
9/24/16,41.7         
3/21/17,277.4         
3/21/17,5.78         
9/30/14,69.216         
12/10/17,10.86         
12/10/17,426.79         
8/23/14,25.92         
8/23/14,45.92         
8/19/14,10.72         
11/10/16,41.86         
12/31/14,63.2         
12/31/14,113.97         
7/26/14,123.552         
2/22/16,490.32         
3/13/16,70.08         
3/13/16,1.272         
3/13/16,557.585         
12/2/17,9.024         
12/2/17,69.456         
12/2/17,10.86         
12/2/17,79.47         
12/2/17,10.08         
8/31/15,1552.831         
8/31/15,137.24         
8/31/15,36.51         
8/31/15,239.976         
3/17/14,1579.746         
3/17/14,1071.576         
3/17/14,613.908         
3/17/14,34.86         
3/17/14,155.04         
4/16/17,13.71         
3/13/16,127.88         
3/13/16,160.32         
3/13/16,46         
11/24/14,120.712         
2/10/17,23.12         
9/23/16,532.704         
9/23/16,4.912         
7/7/17,252         
7/7/16,60.288         
7/7/16,2.632         
7/7/16,23.688         
7/7/16,253.372         
1/24/17,5.67         
8/19/14,76.776         
8/19/14,9.184         
12/6/15,32.75         
5/6/16,7.216         
5/6/16,49.568         
5/6/16,54.712         
3/25/17,176.04         
3/25/17,16.02         
3/25/17,185.92         
3/25/17,211.168         
3/25/17,479.984         
12/12/15,7.86         
12/12/15,24.448         
12/6/15,6.48         
12/6/15,41.86         
12/6/15,1619.91         
12/6/15,113.92         
3/17/16,39.68         
11/14/15,37.6         
11/14/15,59.9         
11/14/15,37         
8/14/17,5.76         
8/14/17,16.68         
9/9/17,628.81         
9/9/17,56.45         
4/1/17,94.2         
4/1/17,28.4         
9/27/16,956.6648         
10/7/17,1115.91         
10/7/17,128.744         
10/7/17,79.92         
1/20/17,24.2         
1/20/17,359.976         
3/23/17,211.84         
8/1/14,5.68         
6/7/15,7.52         
11/12/14,11.96         
11/12/14,629.064         
12/29/16,754.45         
7/6/15,301.96         
10/12/17,595         
10/12/17,79.872         
5/21/16,2396.4         
11/9/17,63.56         
11/9/17,99.99         
4/18/16,230.376         
4/18/16,9.664         
12/25/17,158.928         
12/25/17,13.023         
12/25/17,273.06         
12/25/17,39.312         
6/11/16,1.344         
6/11/16,8.272         
6/11/16,12.544         
5/13/17,58.48         
12/28/17,7.4         
3/25/14,366.786         
5/28/17,54.368         
11/14/15,33.96         
11/14/15,826.11         
7/3/17,545.85         
11/18/14,145.98         
11/18/14,35.808         
7/17/17,7.904         
5/22/16,345         
5/22/16,174.286         
5/22/16,662.84         
5/22/16,95.1         
5/22/16,26.88         
5/22/16,257.98         
9/25/15,17.48         
10/31/16,492.835         
9/14/15,269.49         
11/5/16,29.12         
3/17/17,18.75         
3/17/17,119.7         
3/17/17,9.144         
3/17/17,57.06         
3/17/17,71.6         
3/17/17,107.44         
3/17/17,7.31         
3/17/17,59.1         
3/17/17,46.53         
8/15/17,97.84         
7/11/15,29.97         
7/11/15,98.352         
12/3/17,83.92         
12/3/17,14.624         
12/3/17,136.99         
12/3/17,3.15         
5/4/17,9.11         
5/4/17,571.44         
5/4/17,32.4         
5/4/17,16.91         
1/22/16,14.272         
1/22/16,451.136         
1/22/16,64.864         
11/3/16,217.584         
11/3/16,82.95         
11/3/16,87.71         
11/3/16,1101.48         
9/4/17,1322.352         
9/13/14,5.46         
6/19/17,11.184         
6/19/17,153.584         
12/24/17,1003.62         
8/28/17,35.168         
8/28/17,1137.75         
8/28/17,99.68         
8/28/17,5.56         
1/2/15,85.52         
1/2/15,9.84         
1/2/15,20.04         
10/9/15,631.96         
10/9/15,23.92         
12/13/14,90.24         
11/19/14,4548.81         
9/10/16,300.93         
9/10/16,719.96         
6/16/14,647.84         
9/26/15,64.17         
9/26/15,124.46         
5/19/16,9.584         
6/22/17,37.608         
6/17/17,12.224         
6/17/17,2.304         
6/17/17,9.36         
11/14/16,7.38         
7/25/14,53.72         
7/25/14,8187.65         
7/25/14,77.92         
7/2/15,32.784         
3/2/17,196.776         
3/2/17,479.94         
11/18/16,1117.92         
4/18/15,106.5         
12/2/17,45.66         
11/11/16,95.968         
11/11/16,47.992         
9/5/14,264.32         
11/15/14,604.656         
5/2/17,129.93         
10/15/16,20.16         
10/15/16,29.46         
10/15/16,868.59         
10/15/16,12.96         
10/15/16,5.5         
10/15/16,121.6         
4/6/15,42.048         
4/6/15,25.488         
4/6/15,6.9         
4/6/15,9.648         
4/6/15,7.968         
10/24/14,10.368         
8/17/14,114.2         
8/17/14,17.96         
8/17/14,12.67         
8/17/14,339.96         
8/15/17,1801.632         
9/6/15,46.32         
1/27/15,181.986         
1/27/15,431.976         
1/27/15,155.37         
7/16/15,1348.704         
7/16/15,700.152         
4/30/16,111.888         
9/26/14,143.952         
9/8/16,173.94         
9/8/16,14.76         
4/16/17,205.92         
4/16/17,102.833         
8/16/15,2.304         
8/16/15,1879.96         
8/16/15,313.024         
8/16/15,5.04         
11/19/17,821.88         
11/19/17,21.96         
9/14/16,25.92         
8/15/16,705.544         
9/26/15,50         
10/8/16,51.712         
3/24/15,6.992         
5/31/15,1406.86         
5/31/15,15.75         
5/31/15,323.1         
12/25/15,9.216         
12/25/15,10.368         
3/17/15,15.02         
3/17/15,33.82         
12/21/17,71         
11/1/17,25.12         
11/1/17,2665.62         
9/7/17,478.08         
12/27/17,164.388         
12/27/17,13.248         
7/16/17,2.912         
8/12/16,1399.944         
7/9/17,526.45         
11/22/14,16.23         
11/22/14,319.9         
11/22/14,11.36         
11/22/14,675.12         
1/26/14,62.82         
1/26/14,489.92         
1/26/14,19.44         
1/26/14,16.68         
1/26/14,155.35         
1/26/14,12.42         
1/26/14,187.98         
11/3/15,6.608         
6/30/17,248.57         
6/30/17,22.23         
5/5/16,5.98         
5/5/16,246.168         
9/8/16,14.136         
9/8/16,601.47         
11/24/17,79.1         
11/24/17,327.84         
5/13/17,180.96         
5/13/17,914.97         
5/13/17,587.97         
5/13/17,530.34         
5/13/17,14.94         
4/23/17,121.94         
4/23/17,122.71         
6/4/16,14.94         
6/4/16,1349.85         
6/4/16,136.784         
6/4/16,61.12         
12/16/14,1.167         
3/4/16,16.99         
11/25/14,24.672         
11/25/14,2.52         
11/25/14,1218.735         
11/25/14,5.904         
11/25/14,15.696         
11/25/14,6.096         
4/28/16,41.568         
4/26/14,230.28         
4/26/14,18.288         
4/1/17,5.78         
4/1/17,121.68         
12/22/17,4.17         
12/22/17,67.04         
12/22/17,37.32         
12/22/17,18.45         
12/3/14,25.92         
10/22/17,11199.968         
10/22/17,2399.6         
10/22/17,63.9         
10/22/17,52.99         
11/13/17,60.864         
11/13/17,652.995         
11/13/17,11.22         
9/10/15,14.94         
5/15/17,39.96         
5/15/17,42.624         
5/15/17,220.96         
7/5/15,4.928         
7/5/15,7.23         
8/15/15,323.1         
6/12/17,19.04         
6/12/17,13.128         
6/12/17,64.14         
6/12/17,858.24         
2/20/15,29.99         
12/29/16,186.048         
4/17/16,36.792         
4/17/16,18.624         
9/7/14,57.69         
9/7/14,42.81         
9/7/14,12.96         
9/7/14,821.88         
9/7/14,104.85         
9/26/16,424.9575         
9/17/17,10.776         
9/17/17,11.784         
9/17/17,164.88         
9/17/17,1292.94         
9/17/17,25.584         
9/17/17,261.74         
9/17/17,14.4         
8/16/16,10.86         
12/24/15,883.84         
11/28/17,1979.89         
11/28/17,79.96         
4/14/17,8.76         
5/1/16,3.984         
5/1/16,370.62         
5/1/16,2.742         
10/1/16,79.512         
10/1/16,28.352         
8/25/15,40.784         
8/25/15,105.96         
9/9/14,166.44         
9/9/14,785.88         
9/9/14,26.2         
9/9/14,1325.85         
12/3/17,166.44         
11/27/17,8.76         
11/27/17,43.584         
6/21/14,11.088         
6/21/14,25.164         
1/21/17,14.4         
1/21/17,619.95         
1/21/17,89.52         
1/21/17,350.973         
1/21/17,164.99         
6/29/17,312.552         
9/6/16,95.952         
9/6/16,3.204         
8/4/16,3.98         
11/12/15,15.7         
6/30/14,5.248         
12/4/17,5.346         
8/28/16,15.48         
8/28/16,108.576         
1/22/16,109.9         
10/15/14,15.384         
2/7/16,30.352         
3/18/14,821.3         
3/18/14,22638.48         
3/18/14,21.376         
3/18/14,8.016         
3/18/14,30.768         
3/18/14,18.936         
3/18/14,122.352         
5/24/14,116.28         
7/11/17,132.6         
6/16/17,16.68         
6/16/17,19.44         
6/16/17,192.16         
1/30/15,227.36         
1/30/15,1919.976         
12/11/15,12.828         
10/9/17,45.888         
7/29/17,60.12         
4/25/14,302.376         
12/1/15,13.9         
12/4/14,129.98         
8/26/17,71.98         
9/7/14,377.97         
12/21/17,124.36         
12/6/14,23.976         
11/4/14,8.376         
11/4/14,58.24         
4/14/16,81.2         
10/4/14,14.45         
10/4/14,95.648         
11/7/17,359.97         
11/7/17,350.352         
12/22/17,1.641         
12/22/17,629.958         
2/13/17,6.63         
2/13/17,799.96         
2/13/17,107.53         
7/2/14,73.98         
7/2/14,5.58         
2/21/15,49.12         
11/13/15,377.97         
11/13/15,42.28         
11/13/15,299.97         
11/13/15,89.98         
4/16/17,477.24         
4/16/17,25.98         
2/25/16,46.72         
11/4/14,35.34         
6/20/15,257.64         
6/20/15,125.976         
8/7/17,79.992         
5/12/14,700.056         
11/22/15,27.168         
12/4/15,8.226         
6/8/14,585.552         
8/8/14,423.28         
5/26/14,225.296         
4/17/15,5.56         
4/17/15,323.37         
4/17/15,783.96         
4/17/15,1447.65         
4/17/15,11.96         
6/11/16,239.97         
3/11/16,76.92         
3/11/16,481.32         
5/26/14,48.4         
10/12/17,0.99         
10/12/17,101.84         
6/22/17,10.332         
6/22/17,31.155         
6/22/17,8.928         
1/15/17,34.384         
1/15/17,1924.16         
4/2/15,32.192         
4/2/15,50.12         
4/2/15,47.976         
9/3/16,54.5         
12/10/17,19.104         
11/22/16,49.44         
11/11/17,10.368         
10/21/16,154.44         
12/21/15,60.984         
7/17/15,195.466         
4/30/17,23.68         
4/30/17,2.376         
5/6/17,59.2         
11/20/17,22         
11/11/16,257.98         
11/5/16,23.988         
10/9/16,23.976         
9/21/15,601.536         
9/21/15,7.9         
12/2/14,58.36         
12/2/14,16.464         
12/2/14,39.96         
9/21/14,25.96         
9/21/14,36.27         
9/21/14,6.48         
4/12/14,1075.088         
4/12/14,438.368         
4/12/14,18.088         
4/12/14,308.499         
10/20/17,13.36         
10/20/17,39.96         
10/20/17,145.85         
10/25/16,783.96         
11/1/15,7.88         
11/3/17,41.37         
5/12/15,12.84         
5/12/15,25.68         
9/7/15,47.516         
7/25/15,9.42         
7/25/15,12.96         
7/25/15,704.9         
7/25/15,561.568         
11/16/15,179.82         
11/16/15,185.58         
11/16/15,214.11         
11/16/15,999.96         
11/16/15,653.55         
9/1/15,114.6         
9/1/15,60.74         
9/1/15,124.36         
9/1/15,1088.76         
5/5/16,6.72         
5/5/16,298.776         
12/31/16,302.376         
9/18/17,8.928         
9/18/17,47.584         
9/25/14,33.792         
9/25/14,300.5328         
9/25/14,2.724         
9/25/14,3.264         
4/23/16,108.336         
4/23/16,55.92         
4/23/16,78.304         
11/1/14,443.92         
11/1/14,155.976         
1/26/17,15.47         
1/26/17,7.16         
11/11/17,10.89         
11/11/17,19.44         
11/11/17,121.6         
6/9/16,695.7         
9/3/15,120.33         
3/14/14,1139.92         
8/31/17,229.544         
3/23/17,143.728         
5/18/17,36.048         
12/27/16,845.488         
11/17/17,50.94         
9/10/17,762.594         
4/8/17,56.28         
4/8/17,2690.97         
11/28/16,7.434         
6/2/16,64.784         
12/17/17,28.16         
3/19/16,14.98         
3/19/16,20.32         
8/20/17,40.29         
7/25/17,20.23         
8/26/16,1603.136         
8/15/16,225.296         
5/19/17,67.8         
5/19/17,377.97         
5/19/17,1628.82         
5/19/17,286.93         
8/12/17,20.736         
8/13/17,31.44         
8/13/17,83.79         
8/13/17,59.52         
8/13/17,31.92         
11/10/16,14.72         
11/10/16,38.976         
6/12/17,17.088         
3/22/14,74.352         
3/22/14,314.352         
6/15/17,4.26         
11/16/17,811.28         
12/29/17,6.03         
1/21/16,153.568         
1/21/16,1013.488         
1/15/16,52.34         
1/15/16,4.66         
1/15/16,254.97         
9/19/16,25.44         
9/19/16,27.93         
2/21/14,8.85         
11/11/16,6.96         
1/30/16,17.456         
10/18/16,307.92         
12/18/17,6.63         
12/18/17,12.96         
12/18/17,32.4         
11/2/17,23.85         
4/29/14,51.96         
4/29/14,17.94         
10/23/17,11.56         
10/23/17,26.4         
10/23/17,69.08         
10/23/17,35.88         
3/30/14,49.65         
1/4/16,959.968         
4/26/15,408.422         
9/12/15,479.984         
9/12/15,12.6         
9/11/17,184.66         
6/12/16,23.12         
6/27/16,37.464         
6/27/16,539.658         
9/26/14,310.12         
11/3/17,8.56         
11/3/17,52.4         
11/3/17,14.94         
2/19/17,11.22         
11/5/15,387.136         
6/16/14,41.4         
6/16/14,35         
6/16/14,39.552         
10/12/15,135.72         
10/12/15,12.56         
10/12/15,263.96         
8/27/17,5.952         
11/23/16,15.8         
11/23/16,14.368         
11/23/16,70.448         
1/30/17,129.3         
11/30/15,3.882         
6/28/14,6.08         
9/2/14,19.9         
9/2/14,70.71         
7/10/17,18.84         
6/4/17,8.64         
10/19/17,1633.188         
11/18/17,19.76         
8/8/15,6.608         
8/8/15,7.28         
8/8/15,144.784         
12/6/16,156.792         
12/6/16,431.976         
12/6/16,35.89         
12/6/16,47.208         
12/6/16,248.08         
12/6/16,189.7         
12/6/16,59.808         
3/25/17,90.99         
3/25/17,1526.56         
3/25/17,368.97         
11/19/17,305.01         
11/19/17,18.7         
11/4/16,38.29         
12/14/17,26.25         
12/14/17,64.96         
12/14/17,43.7         
11/12/17,41.6         
11/12/17,23.12         
11/12/17,113.888         
11/12/17,113.568         
11/12/17,7.92         
11/12/17,671.984         
8/18/16,39.99         
6/27/17,191.646         
5/4/17,2.313         
12/24/15,19.936         
12/24/15,45.92         
4/26/17,20.34         
4/26/17,39.28         
12/16/17,81.568         
12/16/17,97.184         
12/16/17,24.32         
12/16/17,18.96         
12/27/14,32.952         
12/27/14,30.016         
11/6/17,499.584         
11/6/17,31.104         
11/6/17,13.272         
11/6/17,28.272         
11/6/17,259.136         
12/16/17,10.8         
5/7/15,244.006         
5/7/15,15.936         
12/4/17,188.552         
10/3/17,22.58         
1/13/14,545.94         
6/12/15,20.736         
6/12/15,43.296         
7/12/14,123.136         
7/12/14,11.264         
12/6/14,53.424         
12/6/14,275.49         
5/25/16,24.96         
5/25/16,19.36         
5/25/16,1267.65         
2/21/16,12.99         
2/21/16,18.56         
2/21/16,449.15         
2/21/16,31.248         
10/2/16,61.44         
3/11/17,895.92         
9/9/16,55.36         
7/14/14,55.92         
6/21/14,24.896         
6/21/14,3.984         
6/21/14,95.968         
6/21/14,206.991         
6/21/14,44.416         
6/21/14,9.006         
7/5/15,19         
12/16/17,33.376         
9/8/16,207.48         
5/17/14,91.68         
10/13/17,904.9         
10/24/14,34.272         
12/5/16,191.82         
7/25/16,243.88         
4/17/17,12.03         
4/17/17,2549.985         
4/17/17,21.594         
4/17/17,8.964         
4/17/17,20.736         
9/17/15,344.22         
8/23/16,727.296         
8/23/16,22.608         
8/23/16,666.4         
11/8/15,5.04         
11/8/15,92.94         
11/8/15,66.69         
11/8/15,91.68         
11/17/17,327.7328         
11/8/15,52.272         
11/8/15,17.94         
4/22/17,254.352         
8/24/14,8.288         
12/17/17,504.9         
3/24/16,403.168         
9/21/15,194.32         
9/21/15,25.99         
11/21/16,195.136         
9/16/17,20.736         
6/11/15,53.7         
6/11/15,36.26         
6/11/15,56.3         
6/11/15,32.4         
6/11/15,29.16         
10/3/17,171.288         
5/5/16,16.72         
9/11/17,12.96         
9/11/17,22.18         
9/11/17,2054.272         
4/30/15,1022.97         
11/6/17,13.9         
11/6/17,26.38         
9/30/14,43.176         
4/2/17,411.8         
4/2/17,360         
10/6/17,41.96         
10/6/17,227.84         
10/6/17,37.94         
4/9/16,517.9         
4/9/16,5.28         
8/28/15,2799.96         
10/19/17,8.96         
10/19/17,31.5         
10/19/17,30.56         
10/19/17,24.368         
11/7/16,119.976         
3/3/17,26.88         
11/27/15,83.97         
11/27/15,104.97         
3/13/17,90.8         
3/13/17,140.736         
3/13/17,214.95         
3/13/17,45.36         
3/13/17,288.24         
11/30/17,663.936         
11/17/14,2934.33         
11/17/14,124.41         
11/17/14,57.75         
1/3/16,114.46         
10/3/15,120.666         
7/20/14,342.864         
7/20/14,16.74         
7/20/14,981.372         
5/21/14,31.84         
9/4/17,12.96         
9/4/17,43.176         
5/27/17,58.34         
5/27/17,539.97         
1/28/14,3.928         
2/9/17,252.784         
2/9/17,127.984         
2/9/17,3.984         
2/9/17,12.992         
3/31/17,61         
3/31/17,671.93         
3/3/16,447.86         
3/3/16,479.95         
3/3/16,166.44         
8/23/15,31.68         
8/23/15,10.368         
8/23/15,12.032         
8/23/15,5.768         
4/27/17,33.12         
4/27/17,220.2656         
4/14/17,10.776         
4/14/17,242.352         
12/22/17,695.16         
12/22/17,220.98         
12/8/16,12.957         
3/23/17,25.68         
7/25/16,15.712         
7/10/17,298.464         
7/17/16,21.93         
7/17/16,242.94         
7/17/16,7.64         
7/17/16,51.84         
7/17/16,265.17         
8/23/16,837.6         
8/23/16,135.9         
8/23/16,34.68         
8/23/16,532.704         
8/23/16,43.1         
8/23/16,15.88         
6/11/15,1123.92         
6/11/15,249.584         
6/11/15,48.672         
6/11/15,60.768         
6/11/15,78.6         
6/11/15,3.768         
6/11/15,1036.624         
6/11/15,563.808         
9/8/17,258.528         
10/2/17,49.12         
12/16/14,44.46         
12/16/14,241.568         
12/16/14,395         
12/16/14,627.168         
8/24/14,13.28         
8/24/14,12.672         
11/12/17,30.56         
11/12/17,77.952         
11/12/17,67.992         
11/12/17,12.224         
11/12/17,44.784         
11/12/17,22.848         
4/25/15,206.43         
12/12/14,210.392         
9/25/17,119.96         
9/25/17,10.608         
9/5/16,347.802         
2/11/17,963.136         
2/11/17,88.776         
6/30/14,32.4         
6/7/16,32.4         
12/20/14,31.05         
12/15/15,2025.36         
12/15/15,1799.994         
12/15/15,101.988         
12/15/15,262.864         
7/20/17,735.98         
8/3/14,93.024         
8/24/15,284.364         
8/24/15,26         
3/26/16,67.64         
3/26/16,119.976         
9/12/14,5.18         
9/21/14,15.56         
9/21/14,78.35         
9/21/14,59.52         
9/21/14,38.52         
9/21/14,239.984         
9/21/14,19.35         
10/29/16,67         
5/28/16,390.272         
5/28/16,62.192         
12/21/17,23.88         
3/21/16,3.168         
3/21/16,528.43         
3/21/16,13.392         
11/11/17,181.86         
9/23/17,180.588         
9/23/17,47.984         
9/10/17,18.76         
12/5/17,20.94         
12/5/17,58.68         
12/5/17,254.9         
11/9/17,9.64         
11/9/17,826.62         
11/9/17,1633.14         
11/9/17,544.38         
11/7/14,26.046         
11/7/14,74.352         
3/12/17,69.93         
10/20/17,3.75         
10/20/17,20.928         
12/27/15,12.672         
10/2/17,65.99         
6/4/17,6.37         
9/1/14,3.648         
9/1/14,31.104         
8/8/16,23.34         
7/22/17,29.97         
7/10/15,3.366         
12/1/14,95.968         
12/18/17,18.704         
5/18/14,149.232         
5/18/14,15.936         
11/10/14,601.536         
11/10/14,10.99         
11/10/14,39.88         
11/10/14,62.24         
11/10/14,53.2         
11/10/14,39.84         
1/9/16,349.95         
1/9/16,377.928         
9/22/17,13.392         
9/22/17,11.228         
12/23/14,207.24         
5/26/16,1.504         
5/26/16,34.848         
7/8/17,75.18         
5/13/14,149.97         
11/10/17,931.176         
11/10/17,430.88         
10/2/15,94.85         
10/2/15,51.12         
10/2/15,90         
10/2/14,9.408         
10/2/14,4.672         
10/2/14,318.4         
10/2/14,12.768         
10/2/14,15.36         
10/2/14,230.376         
10/2/14,7.16         
8/11/14,375.34         
9/1/17,114.9         
4/16/17,26.046         
4/16/17,2.896         
4/16/17,32.544         
4/24/16,3.984         
1/15/16,181.797         
5/2/16,44.94         
5/2/16,45.576         
11/20/16,318.43         
11/20/16,122.92         
11/20/16,7.068         
2/1/16,56.45         
3/31/17,13.468         
12/1/17,219.8         
12/1/17,317.058         
12/10/17,49.08         
12/10/17,324.9         
12/10/17,18.24         
9/17/16,113.888         
9/17/16,105.584         
12/23/16,24.85         
4/17/17,60.312         
10/27/17,7.056         
10/27/17,27.184         
7/8/16,107.984         
7/8/16,19.296         
8/9/15,4.608         
12/9/16,79.974         
12/9/16,2.946         
11/13/16,3.136         
11/14/14,20.736         
11/17/14,99.98         
11/17/14,733.95         
11/17/14,241.44         
3/4/16,10.08         
10/11/14,281.904         
10/11/14,201.432         
5/22/14,135.98         
5/22/14,44.95         
7/15/14,2.97         
7/15/14,6.54         
12/27/15,7.92         
2/9/15,203.92         
5/8/17,3359.952         
11/2/17,18.24         
11/2/17,27.78         
4/5/14,22.96         
4/5/14,28.99         
4/5/14,12.96         
4/5/14,22.96         
4/5/14,4164.05         
9/17/14,47.984         
9/17/14,4.624         
9/30/14,15.24         
9/12/14,63.924         
2/20/17,6.56         
2/20/17,13.11         
12/13/15,494.376         
12/13/15,29.2         
12/13/15,248.85         
12/13/15,36.24         
10/30/16,11.68         
12/26/14,11.91         
12/26/14,3.48         
8/15/14,30.96         
10/1/17,1704.89         
5/23/15,19.194         
5/23/15,121.792         
11/16/17,1919.976         
11/18/14,50.997         
11/18/14,76.792         
11/18/14,539.964         
11/18/14,60.312         
11/18/14,1.944         
12/30/14,12.984         
12/30/14,217.584         
12/30/14,328.776         
12/30/14,2.286         
12/30/14,47.984         
11/5/15,25.344         
9/17/16,232.4         
3/20/16,86.45         
9/27/14,603.92         
9/27/14,81.98         
12/24/17,271.764         
12/24/17,14.376         
11/10/17,341.96         
9/11/15,181.35         
9/11/15,8.64         
12/20/14,43.512         
12/20/14,662.88         
12/20/14,25.92         
7/23/15,68.94         
7/23/15,128.82         
11/11/14,896.99         
11/11/14,1.234         
11/11/14,67.56         
11/11/14,21.72         
11/11/14,262.336         
11/11/14,148.48         
11/11/14,241.176         
12/14/17,227.976         
12/14/17,52.68         
12/14/17,2.032         
8/21/17,17.12         
8/21/17,431.968         
8/21/17,129.92         
8/21/17,568.728         
8/21/17,117.144         
8/21/17,203.52         
8/21/17,51.75         
8/27/16,122.97         
8/27/16,244.615         
8/27/16,59.97         
8/27/16,81.54         
8/27/16,11.68         
8/27/16,29         
8/13/15,50.8         
11/5/17,16.03         
8/17/16,15.712         
12/26/16,89.97         
9/23/14,435.999         
9/23/14,83.984         
7/19/14,359.98         
7/19/14,70.56         
7/19/14,20.88         
7/19/14,3.81         
9/7/17,73.008         
5/6/16,3.208         
5/6/16,26.176         
6/4/15,30.44         
6/4/15,35.28         
12/13/15,19.44         
12/13/15,37.88         
7/16/16,9.552         
1/31/14,290.666         
7/9/14,10.368         
7/9/14,14.352         
11/21/15,141.96         
11/21/15,66.048         
3/25/16,1287.45         
9/23/17,25.824         
9/23/17,160.96         
12/4/15,28.44         
12/4/15,364.41         
12/4/15,39.96         
12/4/15,361.764         
11/1/16,111.672         
3/17/17,13.776         
3/17/17,10.272         
11/23/17,24.048         
8/27/17,2.896         
12/4/15,17.94         
12/4/15,384.174         
12/4/15,1799.75         
10/7/17,580.672         
10/7/17,18.936         
10/7/17,222.384         
10/7/17,50.454         
10/7/17,154.764         
3/25/17,6.848         
8/9/14,1091.168         
8/9/14,219.168         
11/22/14,6.928         
6/10/17,40.032         
7/1/17,443.92         
7/1/17,169.99         
7/1/17,25.92         
11/21/14,36.99         
11/21/14,629.1         
11/21/14,193.95         
11/21/14,5.46         
5/4/15,22.288         
5/29/17,65.424         
10/17/15,77.88         
4/23/14,281.372         
4/23/14,281.372         
4/23/14,7.488         
4/23/14,22.336         
4/30/17,10.368         
9/20/16,65.79         
9/20/16,271.984         
9/20/16,11.76         
9/20/16,77.52         
9/20/16,48.64         
9/2/16,1.81         
9/2/16,8.26         
4/27/15,43.56         
4/27/15,5.84         
9/6/15,271.764         
5/28/16,262.24         
5/28/16,182.72         
5/28/16,131.6         
5/28/16,22.72         
5/28/16,558.4         
9/24/15,15.24         
9/24/15,1408.1         
7/3/17,32.896         
7/3/17,215.148         
7/3/17,30.96         
12/8/17,29.79         
12/8/17,128.9         
12/8/17,60.12         
12/5/17,24.816         
12/5/17,14.976         
9/27/15,15.08         
9/27/15,24.288         
10/30/17,16.192         
10/30/17,251.006         
10/30/17,54.192         
11/29/15,4.304         
3/11/14,108.92         
11/19/17,16.74         
11/19/17,2504.74         
7/29/16,84.784         
6/12/15,29.9         
8/6/16,70.88         
6/11/17,3.76         
10/7/16,27.264         
9/8/14,56.65         
9/8/14,14.97         
9/8/14,4.02         
3/16/14,471.92         
3/1/15,58.72         
7/9/15,5.16         
2/20/16,16.496         
9/16/17,71.976         
9/16/17,22.512         
9/16/17,3.444         
9/16/17,538.194         
9/16/17,47.984         
11/5/17,492.768         
2/20/15,286.79         
11/25/16,5.08         
12/3/17,47.992         
9/10/15,61.96         
9/10/15,361.96         
9/10/15,278.82         
12/14/16,133.38         
4/6/15,47.952         
12/1/16,16.74         
11/12/17,10.848         
11/12/17,18.544         
3/3/17,180.98         
3/3/17,99.98         
11/27/16,34.95         
11/27/16,152         
